FIPS,Structure_Type,Count
12043.0,Education,5
12043.0,Law Enforcement,4
12043.0,Medical & Emergency,8
12045.0,Education,7
12045.0,Law Enforcement,5
12045.0,Medical & Emergency,15
12047.0,Education,7
12047.0,Law Enforcement,7
12047.0,Medical & Emergency,8
12049.0,Education,11
12049.0,Law Enforcement,4
12049.0,Medical & Emergency,4
12051.0,Education,16
12051.0,Law Enforcement,5
12051.0,Medical & Emergency,9
12053.0,Education,36
12053.0,Law Enforcement,8
12053.0,Medical & Emergency,26
12055.0,Education,23
12055.0,Law Enforcement,3
12055.0,Medical & Emergency,25
12057.0,Education,365
12057.0,Law Enforcement,35
12057.0,Medical & Emergency,91
12059.0,Education,7
12059.0,Law Enforcement,3
12059.0,Medical & Emergency,11
12061.0,Education,40
12061.0,Law Enforcement,7
12061.0,Medical & Emergency,16
12063.0,Education,24
12063.0,Law Enforcement,11
12063.0,Medical & Emergency,15
12065.0,Education,3
12065.0,Law Enforcement,3
12065.0,Medical & Emergency,6
12067.0,Education,3
12067.0,Law Enforcement,2
12067.0,Medical & Emergency,2
12069.0,Education,85
12069.0,Law Enforcement,22
12069.0,Medical & Emergency,64
12071.0,Education,144
12071.0,Law Enforcement,23
12071.0,Medical & Emergency,104
12073.0,Education,77
12073.0,Law Enforcement,10
12073.0,Medical & Emergency,21
12075.0,Education,13
12075.0,Law Enforcement,5
12075.0,Medical & Emergency,18
12077.0,Education,5
12077.0,Law Enforcement,2
12077.0,Medical & Emergency,4
12079.0,Education,12
12079.0,Law Enforcement,5
12079.0,Medical & Emergency,10
12081.0,Education,81
12081.0,Law Enforcement,12
12081.0,Medical & Emergency,43
12083.0,Education,82
12083.0,Law Enforcement,25
12083.0,Medical & Emergency,42
12085.0,Education,36
12085.0,Law Enforcement,8
12085.0,Medical & Emergency,15
12086.0,Education,662
12086.0,Law Enforcement,90
12086.0,Medical & Emergency,137
12087.0,Education,19
12087.0,Law Enforcement,10
12087.0,Medical & Emergency,27
12089.0,Education,24
12089.0,Law Enforcement,5
12089.0,Medical & Emergency,20
12091.0,Education,65
12091.0,Law Enforcement,9
12091.0,Medical & Emergency,47
12093.0,Education,14
12093.0,Law Enforcement,3
12093.0,Medical & Emergency,6
12095.0,Education,335
12095.0,Law Enforcement,34
12095.0,Medical & Emergency,106
12097.0,Education,80
12097.0,Law Enforcement,7
12097.0,Medical & Emergency,25
12099.0,Education,318
12099.0,Law Enforcement,50
12099.0,Medical & Emergency,116
12101.0,Education,116
12101.0,Law Enforcement,13
12101.0,Medical & Emergency,42
12103.0,Education,250
12103.0,Law Enforcement,24
12103.0,Medical & Emergency,82
12105.0,Education,185
12105.0,Law Enforcement,37
12105.0,Medical & Emergency,81
12107.0,Education,27
12107.0,Law Enforcement,9
12107.0,Medical & Emergency,27
12109.0,Education,55
12109.0,Law Enforcement,9
12109.0,Medical & Emergency,18
12111.0,Education,60
12111.0,Law Enforcement,14
12111.0,Medical & Emergency,22
12113.0,Education,43
12113.0,Law Enforcement,11
12113.0,Medical & Emergency,41
12115.0,Education,82
12115.0,Law Enforcement,15
12115.0,Medical & Emergency,45
12117.0,Education,109
12117.0,Law Enforcement,14
12117.0,Medical & Emergency,33
12119.0,Education,13
12119.0,Law Enforcement,14
12119.0,Medical & Emergency,17
12121.0,Education,12
12121.0,Law Enforcement,5
12121.0,Medical & Emergency,15
12123.0,Education,7
12123.0,Law Enforcement,4
12123.0,Medical & Emergency,8
12125.0,Education,6
12125.0,Law Enforcement,4
12125.0,Medical & Emergency,6
12127.0,Education,115
12127.0,Law Enforcement,30
12127.0,Medical & Emergency,63
12129.0,Education,10
12129.0,Law Enforcement,4
12129.0,Medical & Emergency,11
12131.0,Education,21
12131.0,Law Enforcement,6
12131.0,Medical & Emergency,25
12133.0,Education,8
12133.0,Law Enforcement,4
12133.0,Medical & Emergency,12
13001.0,Education,8
13001.0,Law Enforcement,6
13001.0,Medical & Emergency,11
13003.0,Education,4
13003.0,Law Enforcement,3
13003.0,Medical & Emergency,3
13005.0,Education,4
13005.0,Law Enforcement,2
13005.0,Medical & Emergency,5
13007.0,Education,1
13007.0,Law Enforcement,3
13007.0,Medical & Emergency,2
13009.0,Education,10
13009.0,Law Enforcement,7
13009.0,Medical & Emergency,11
13011.0,Education,6
13011.0,Law Enforcement,4
13011.0,Medical & Emergency,15
13013.0,Education,20
13013.0,Law Enforcement,4
13013.0,Medical & Emergency,9
13015.0,Education,27
13015.0,Law Enforcement,9
13015.0,Medical & Emergency,19
13017.0,Education,5
13017.0,Law Enforcement,3
13017.0,Medical & Emergency,11
13019.0,Education,5
13019.0,Law Enforcement,5
13019.0,Medical & Emergency,8
13021.0,Education,58
13021.0,Law Enforcement,13
13021.0,Medical & Emergency,27
13023.0,Education,6
13023.0,Law Enforcement,5
13023.0,Medical & Emergency,7
13025.0,Education,7
13025.0,Law Enforcement,3
13025.0,Medical & Emergency,6
13027.0,Education,5
13027.0,Law Enforcement,4
13027.0,Medical & Emergency,7
13029.0,Education,10
13029.0,Law Enforcement,6
13029.0,Medical & Emergency,11
13031.0,Education,22
13031.0,Law Enforcement,6
13031.0,Medical & Emergency,12
13033.0,Education,8
13033.0,Law Enforcement,4
13033.0,Medical & Emergency,14
13035.0,Education,6
13035.0,Law Enforcement,4
13035.0,Medical & Emergency,8
13037.0,Education,2
13037.0,Law Enforcement,5
13037.0,Medical & Emergency,5
13039.0,Education,13
13039.0,Law Enforcement,4
13039.0,Medical & Emergency,17
13043.0,Education,3
13043.0,Law Enforcement,3
13043.0,Medical & Emergency,3
13045.0,Education,32
13045.0,Law Enforcement,13
13045.0,Medical & Emergency,23
13047.0,Education,21
13047.0,Law Enforcement,4
13047.0,Medical & Emergency,10
13049.0,Education,4
13049.0,Law Enforcement,5
13049.0,Medical & Emergency,5
13051.0,Education,78
13051.0,Law Enforcement,18
13051.0,Medical & Emergency,43
13053.0,Education,6
13053.0,Law Enforcement,3
13053.0,Medical & Emergency,4
13055.0,Education,8
13055.0,Law Enforcement,5
13055.0,Medical & Emergency,12
13057.0,Education,44
13057.0,Law Enforcement,12
13057.0,Medical & Emergency,31
13059.0,Education,31
13059.0,Law Enforcement,10
13059.0,Medical & Emergency,13
13061.0,Education,2
13061.0,Law Enforcement,2
13061.0,Medical & Emergency,3
13063.0,Education,73
13063.0,Law Enforcement,14
13063.0,Medical & Emergency,28
13065.0,Education,3
13065.0,Law Enforcement,2
13065.0,Medical & Emergency,4
13067.0,Education,171
13067.0,Law Enforcement,14
13067.0,Medical & Emergency,48
13069.0,Education,15
13069.0,Law Enforcement,8
13069.0,Medical & Emergency,21
13071.0,Education,17
13071.0,Law Enforcement,7
13071.0,Medical & Emergency,21
13073.0,Education,40
13073.0,Law Enforcement,5
13073.0,Medical & Emergency,18
13075.0,Education,6
13075.0,Law Enforcement,5
13075.0,Medical & Emergency,8
13077.0,Education,36
13077.0,Law Enforcement,7
13077.0,Medical & Emergency,21
13079.0,Education,4
13079.0,Law Enforcement,3
13079.0,Medical & Emergency,7
13081.0,Education,6
13081.0,Law Enforcement,4
13081.0,Medical & Emergency,8
13083.0,Education,5
13083.0,Law Enforcement,3
13083.0,Medical & Emergency,8
13085.0,Education,9
13085.0,Law Enforcement,2
13085.0,Medical & Emergency,9
13087.0,Education,9
13087.0,Law Enforcement,5
13087.0,Medical & Emergency,14
13089.0,Education,217
13089.0,Law Enforcement,27
13089.0,Medical & Emergency,42
13091.0,Education,6
13091.0,Law Enforcement,6
13091.0,Medical & Emergency,12
13093.0,Education,3
13093.0,Law Enforcement,6
13093.0,Medical & Emergency,8
13095.0,Education,32
13095.0,Law Enforcement,10
13095.0,Medical & Emergency,14
13097.0,Education,37
13097.0,Law Enforcement,3
13097.0,Medical & Emergency,12
13099.0,Education,5
13099.0,Law Enforcement,4
13099.0,Medical & Emergency,11
13101.0,Education,2
13101.0,Law Enforcement,1
13101.0,Medical & Emergency,2
13103.0,Education,17
13103.0,Law Enforcement,6
13103.0,Medical & Emergency,18
13105.0,Education,6
13105.0,Law Enforcement,2
13105.0,Medical & Emergency,10
13107.0,Education,9
13107.0,Law Enforcement,9
13107.0,Medical & Emergency,15
13109.0,Education,4
13109.0,Law Enforcement,2
13109.0,Medical & Emergency,5
13111.0,Education,6
13111.0,Law Enforcement,5
13111.0,Medical & Emergency,11
13113.0,Education,37
13113.0,Law Enforcement,6
13113.0,Medical & Emergency,17
13115.0,Education,37
13115.0,Law Enforcement,8
13115.0,Medical & Emergency,13
13117.0,Education,46
13117.0,Law Enforcement,6
13117.0,Medical & Emergency,15
13119.0,Education,7
13119.0,Law Enforcement,5
13119.0,Medical & Emergency,14
13121.0,Education,283
13121.0,Law Enforcement,42
13121.0,Medical & Emergency,92
13123.0,Education,11
13123.0,Law Enforcement,4
13123.0,Medical & Emergency,17
13125.0,Education,1
13125.0,Law Enforcement,1
13125.0,Medical & Emergency,3
13127.0,Education,22
13127.0,Law Enforcement,7
13127.0,Medical & Emergency,13
13129.0,Education,18
13129.0,Law Enforcement,6
13129.0,Medical & Emergency,15
13131.0,Education,7
13131.0,Law Enforcement,4
13131.0,Medical & Emergency,13
13133.0,Education,7
13133.0,Law Enforcement,2
13133.0,Medical & Emergency,12
13135.0,Education,180
13135.0,Law Enforcement,17
13135.0,Medical & Emergency,35
13137.0,Education,17
13137.0,Law Enforcement,9
13137.0,Medical & Emergency,17
13139.0,Education,55
13139.0,Law Enforcement,10
13139.0,Medical & Emergency,24
13141.0,Education,4
13141.0,Law Enforcement,3
13141.0,Medical & Emergency,3
13143.0,Education,11
13143.0,Law Enforcement,7
13143.0,Medical & Emergency,14
13145.0,Education,9
13145.0,Law Enforcement,7
13145.0,Medical & Emergency,18
13147.0,Education,6
13147.0,Law Enforcement,5
13147.0,Medical & Emergency,11
13149.0,Education,5
13149.0,Law Enforcement,3
13149.0,Medical & Emergency,7
13151.0,Education,57
13151.0,Law Enforcement,6
13151.0,Medical & Emergency,19
13153.0,Education,44
13153.0,Law Enforcement,6
13153.0,Medical & Emergency,17
13155.0,Education,3
13155.0,Law Enforcement,3
13155.0,Medical & Emergency,7
13157.0,Education,21
13157.0,Law Enforcement,8
13157.0,Medical & Emergency,16
13159.0,Education,5
13159.0,Law Enforcement,3
13159.0,Medical & Emergency,9
13161.0,Education,5
13161.0,Law Enforcement,4
13161.0,Medical & Emergency,7
13163.0,Education,8
13163.0,Law Enforcement,8
13163.0,Medical & Emergency,10
13165.0,Education,3
13165.0,Law Enforcement,3
13165.0,Medical & Emergency,1
13167.0,Education,3
13167.0,Law Enforcement,4
13167.0,Medical & Emergency,9
13169.0,Education,7
13169.0,Law Enforcement,3
13169.0,Medical & Emergency,9
13171.0,Education,6
13171.0,Law Enforcement,4
13171.0,Medical & Emergency,8
13173.0,Education,4
13173.0,Law Enforcement,2
13173.0,Medical & Emergency,7
13175.0,Education,20
13175.0,Law Enforcement,5
13175.0,Medical & Emergency,22
13177.0,Education,8
13177.0,Law Enforcement,5
13177.0,Medical & Emergency,9
13179.0,Education,18
13179.0,Law Enforcement,6
13179.0,Medical & Emergency,16
13181.0,Education,3
13181.0,Law Enforcement,3
13181.0,Medical & Emergency,6
13183.0,Education,5
13183.0,Law Enforcement,2
13183.0,Medical & Emergency,3
13185.0,Education,32
13185.0,Law Enforcement,8
13185.0,Medical & Emergency,27
13187.0,Education,6
13187.0,Law Enforcement,2
13187.0,Medical & Emergency,6
13189.0,Education,8
13189.0,Law Enforcement,4
13189.0,Medical & Emergency,10
13191.0,Education,4
13191.0,Law Enforcement,2
13191.0,Medical & Emergency,7
13193.0,Education,5
13193.0,Law Enforcement,8
13193.0,Medical & Emergency,8
13195.0,Education,7
13195.0,Law Enforcement,4
13195.0,Medical & Emergency,17
13197.0,Education,3
13197.0,Law Enforcement,3
13197.0,Medical & Emergency,6
13199.0,Education,11
13199.0,Law Enforcement,7
13199.0,Medical & Emergency,17
13201.0,Education,3
13201.0,Law Enforcement,4
13201.0,Medical & Emergency,5
13205.0,Education,10
13205.0,Law Enforcement,8
13205.0,Medical & Emergency,9
13207.0,Education,6
13207.0,Law Enforcement,5
13207.0,Medical & Emergency,13
13209.0,Education,6
13209.0,Law Enforcement,4
13209.0,Medical & Emergency,6
13211.0,Education,4
13211.0,Law Enforcement,4
13211.0,Medical & Emergency,17
13213.0,Education,11
13213.0,Law Enforcement,4
13213.0,Medical & Emergency,11
13215.0,Education,74
13215.0,Law Enforcement,6
13215.0,Medical & Emergency,20
13217.0,Education,23
13217.0,Law Enforcement,4
13217.0,Medical & Emergency,14
13219.0,Education,14
13219.0,Law Enforcement,3
13219.0,Medical & Emergency,7
13221.0,Education,4
13221.0,Law Enforcement,2
13221.0,Medical & Emergency,14
13223.0,Education,37
13223.0,Law Enforcement,6
13223.0,Medical & Emergency,13
13225.0,Education,7
13225.0,Law Enforcement,4
13225.0,Medical & Emergency,10
13227.0,Education,8
13227.0,Law Enforcement,5
13227.0,Medical & Emergency,15
13229.0,Education,4
13229.0,Law Enforcement,4
13229.0,Medical & Emergency,8
13231.0,Education,5
13231.0,Law Enforcement,5
13231.0,Medical & Emergency,7
13233.0,Education,12
13233.0,Law Enforcement,5
13233.0,Medical & Emergency,14
13235.0,Education,3
13235.0,Law Enforcement,3
13235.0,Medical & Emergency,2
13237.0,Education,5
13237.0,Law Enforcement,3
13237.0,Medical & Emergency,11
13239.0,Education,1
13239.0,Law Enforcement,2
13239.0,Medical & Emergency,1
13241.0,Education,6
13241.0,Law Enforcement,7
13241.0,Medical & Emergency,12
13243.0,Education,5
13243.0,Law Enforcement,4
13243.0,Medical & Emergency,8
13245.0,Education,69
13245.0,Law Enforcement,13
13245.0,Medical & Emergency,32
13247.0,Education,26
13247.0,Law Enforcement,2
13247.0,Medical & Emergency,10
13249.0,Education,2
13249.0,Law Enforcement,2
13249.0,Medical & Emergency,1
13251.0,Education,5
13251.0,Law Enforcement,8
13251.0,Medical & Emergency,12
13253.0,Education,2
13253.0,Law Enforcement,3
13253.0,Medical & Emergency,4
13255.0,Education,21
13255.0,Law Enforcement,5
13255.0,Medical & Emergency,11
13257.0,Education,6
13257.0,Law Enforcement,3
13257.0,Medical & Emergency,10
13259.0,Education,1
13259.0,Law Enforcement,4
13259.0,Medical & Emergency,3
13261.0,Education,12
13261.0,Law Enforcement,8
13261.0,Medical & Emergency,21
13263.0,Education,2
13263.0,Law Enforcement,5
13263.0,Medical & Emergency,7
13265.0,Education,1
13265.0,Law Enforcement,1
13265.0,Medical & Emergency,2
13267.0,Education,6
13267.0,Law Enforcement,8
13267.0,Medical & Emergency,7
13269.0,Education,5
13269.0,Law Enforcement,4
13269.0,Medical & Emergency,9
13271.0,Education,3
13271.0,Law Enforcement,7
13271.0,Medical & Emergency,7
13273.0,Education,5
13273.0,Law Enforcement,3
13273.0,Medical & Emergency,5
13275.0,Education,20
13275.0,Law Enforcement,7
13275.0,Medical & Emergency,19
13277.0,Education,15
13277.0,Law Enforcement,4
13277.0,Medical & Emergency,10
13279.0,Education,14
13279.0,Law Enforcement,3
13279.0,Medical & Emergency,10
13281.0,Education,5
13281.0,Law Enforcement,4
13281.0,Medical & Emergency,8
13283.0,Education,2
13283.0,Law Enforcement,4
13283.0,Medical & Emergency,6
13285.0,Education,25
13285.0,Law Enforcement,8
13285.0,Medical & Emergency,17
13287.0,Education,3
13287.0,Law Enforcement,4
13287.0,Medical & Emergency,11
13289.0,Education,4
13289.0,Law Enforcement,2
13289.0,Medical & Emergency,5
13291.0,Education,6
13291.0,Law Enforcement,4
13291.0,Medical & Emergency,13
13293.0,Education,7
13293.0,Law Enforcement,4
13293.0,Medical & Emergency,8
13295.0,Education,21
13295.0,Law Enforcement,8
13295.0,Medical & Emergency,22
13297.0,Education,26
13297.0,Law Enforcement,6
13297.0,Medical & Emergency,18
13299.0,Education,15
13299.0,Law Enforcement,5
13299.0,Medical & Emergency,15
13301.0,Education,4
13301.0,Law Enforcement,2
13301.0,Medical & Emergency,6
13303.0,Education,9
13303.0,Law Enforcement,8
13303.0,Medical & Emergency,11
13305.0,Education,9
13305.0,Law Enforcement,4
13305.0,Medical & Emergency,11
13307.0,Education,1
13307.0,Law Enforcement,1
13307.0,Medical & Emergency,3
13309.0,Education,3
13309.0,Law Enforcement,4
13309.0,Medical & Emergency,6
13311.0,Education,9
13311.0,Law Enforcement,3
13311.0,Medical & Emergency,8
13313.0,Education,36
13313.0,Law Enforcement,7
13313.0,Medical & Emergency,18
13315.0,Education,1
13315.0,Law Enforcement,6
13315.0,Medical & Emergency,6
13317.0,Education,5
13317.0,Law Enforcement,4
13317.0,Medical & Emergency,10
13319.0,Education,4
13319.0,Law Enforcement,7
13319.0,Medical & Emergency,7
13321.0,Education,5
13321.0,Law Enforcement,4
13321.0,Medical & Emergency,19
15001.0,Education,79
15001.0,Law Enforcement,11
15001.0,Medical & Emergency,46
15003.0,Education,262
15003.0,Law Enforcement,21
15003.0,Medical & Emergency,83
15007.0,Education,25
15007.0,Law Enforcement,7
15007.0,Medical & Emergency,11
15009.0,Education,51
15009.0,Law Enforcement,7
15009.0,Medical & Emergency,27
16001.0,Education,177
16001.0,Law Enforcement,17
16001.0,Medical & Emergency,55
16003.0,Education,3
16003.0,Law Enforcement,1
16003.0,Medical & Emergency,6
16005.0,Education,34
16005.0,Law Enforcement,5
16005.0,Medical & Emergency,14
16007.0,Education,5
16007.0,Law Enforcement,2
16007.0,Medical & Emergency,15
16009.0,Education,8
16009.0,Law Enforcement,2
16009.0,Medical & Emergency,9
16011.0,Education,30
16011.0,Law Enforcement,4
16011.0,Medical & Emergency,10
16013.0,Education,10
16013.0,Law Enforcement,4
16013.0,Medical & Emergency,12
16015.0,Education,7
16015.0,Law Enforcement,3
16015.0,Medical & Emergency,16
16017.0,Education,24
16017.0,Law Enforcement,4
16017.0,Medical & Emergency,36
16019.0,Education,48
16019.0,Law Enforcement,2
16019.0,Medical & Emergency,12
16021.0,Education,5
16021.0,Law Enforcement,3
16021.0,Medical & Emergency,17
16023.0,Education,4
16023.0,Law Enforcement,1
16023.0,Medical & Emergency,5
16025.0,Education,1
16025.0,Law Enforcement,1
16025.0,Medical & Emergency,3
16027.0,Education,93
16027.0,Law Enforcement,6
16027.0,Medical & Emergency,23
16029.0,Education,7
16029.0,Law Enforcement,2
16029.0,Medical & Emergency,7
16031.0,Education,17
16031.0,Law Enforcement,1
16031.0,Medical & Emergency,11
16033.0,Education,2
16033.0,Law Enforcement,1
16033.0,Medical & Emergency,2
16035.0,Education,4
16035.0,Law Enforcement,4
16035.0,Medical & Emergency,13
16037.0,Education,6
16037.0,Law Enforcement,1
